Timepoint,Clock_Time,ID,MODEL,METRIC,VALUE,GROUP,UNITS
EOS,10:56,B-B 03,B-B,LAC,6.2,ABG,mmol/L
EOS,10:56,B-B 03,B-B,pH,7.41,ABG,value
EOS,10:56,B-B 03,B-B,pCO2,43.7,ABG,mmHg
EOS,10:56,B-B 03,B-B,pO2,89.7,ABG,mmHg
EOR,11:06,B-B 03,B-B,MAP,83,MAP,mmHg
EOR,11:06,B-B 03,B-B,bpm,194,Heart rate,bpm
EOR,11:06,B-B 03,B-B,RBC,3.96,CBC,M/mL
EOR,11:06,B-B 03,B-B,Hb,8.5,CBC,mg/dL
EOR,11:06,B-B 03,B-B,HCT,26.5,CBC,mmHg
EOR,11:06,B-B 03,B-B,PLT,139,CBC,10^3/uL
EOR,11:06,B-B 03,B-B,WBC,3.7,CBC,10^3/uL
EOR,11:06,B-B 03,B-B,X._Free_Hb,0,% Free Hb,%
EOR,11:06,B-B 03,B-B,LAC,5,ABG,mmol/L
EOR,11:06,B-B 03,B-B,pH,7.379,ABG,value
EOR,11:06,B-B 03,B-B,pCO2,46.5,ABG,mmHg
EOR,11:06,B-B 03,B-B,pO2,79.9,ABG,mmHg
EOR,11:06,B-B 03,B-B,AST,39,CMP,U/L
EOR,11:06,B-B 03,B-B,ALT,33,CMP,U/L
EOR,11:06,B-B 03,B-B,LDH,177,CMP,U/L
EOR,11:06,B-B 03,B-B,CREA,0.4,CMP,mg/dL
EOR,11:06,B-B 03,B-B,BUN,17.86,CMP,mg/dL
EOR,11:06,B-B 03,B-B,AMY,191,CMP,U/L
EOR,11:06,B-B 03,B-B,TG,169.71,CMP,mg/dL
EOR,11:06,B-B 03,B-B,GLU,342.02,CMP,mg/dL
EOR,11:06,B-B 03,B-B,GGT,6,CMP,U/L
EOR,11:06,B-B 03,B-B,PT,19.1,Coag Panel,sec
EOR,11:06,B-B 03,B-B,Fib,1.66,Coag Panel,g/L
10%,12:06,B-B 03,B-B,MAP,65,MAP,mmHg
10%,12:06,B-B 03,B-B,bpm,220,Heart rate,bpm
10%,12:06,B-B 03,B-B,LAC,3.9,ABG,mmol/L
10%,12:06,B-B 03,B-B,pH,7.509,ABG,value
10%,12:06,B-B 03,B-B,pCO2,38.1,ABG,mmHg
10%,12:06,B-B 03,B-B,pO2,105,ABG,mmHg
7.5%,13:06,B-B 03,B-B,MAP,70,MAP,mmHg
7.5%,13:06,B-B 03,B-B,bpm,268,Heart rate,bpm
7.5%,13:06,B-B 03,B-B,LAC,3.6,ABG,mmol/L
7.5%,13:06,B-B 03,B-B,pH,7.488,ABG,value
7.5%,13:06,B-B 03,B-B,pCO2,37,ABG,mmHg
7.5%,13:06,B-B 03,B-B,pO2,95.5,ABG,mmHg
5%,14:06,B-B 03,B-B,MAP,71,MAP,mmHg
5%,14:06,B-B 03,B-B,bpm,292,Heart rate,bpm
5%,14:06,B-B 03,B-B,LAC,3,ABG,mmol/L
5%,14:06,B-B 03,B-B,pH,7.462,ABG,value
5%,14:06,B-B 03,B-B,pCO2,36.2,ABG,mmHg
5%,14:06,B-B 03,B-B,pO2,91.9,ABG,mmHg
2.5%,15:06,B-B 03,B-B,MAP,65,MAP,mmHg
2.5%,15:06,B-B 03,B-B,bpm,284,Heart rate,bpm
2.5%,15:06,B-B 03,B-B,LAC,1.8,ABG,mmol/L
2.5%,15:06,B-B 03,B-B,pH,7.492,ABG,value
2.5%,15:06,B-B 03,B-B,pCO2,34,ABG,mmHg
2.5%,15:06,B-B 03,B-B,pO2,96.7,ABG,mmHg
EOB,15:06,B-B 03,B-B,MAP,71,MAP,mmHg
EOB,15:06,B-B 03,B-B,bpm,289,Heart rate,bpm
EOB,15:06,B-B 03,B-B,RBC,4.25,CBC,M/mL
EOB,15:06,B-B 03,B-B,Hb,9.1,CBC,mg/dL
EOB,15:06,B-B 03,B-B,HCT,28.7,CBC,mmHg
EOB,15:06,B-B 03,B-B,PLT,146,CBC,10^3/uL
EOB,15:06,B-B 03,B-B,WBC,7.4,CBC,10^3/uL
EOB,15:06,B-B 03,B-B,X._Free_Hb,0,% Free Hb,%
EOB,15:06,B-B 03,B-B,LAC,1.9,ABG,mmol/L
EOB,15:06,B-B 03,B-B,pH,7.475,ABG,value
EOB,15:06,B-B 03,B-B,pCO2,37.5,ABG,mmHg
EOB,15:06,B-B 03,B-B,pO2,85.1,ABG,mmHg
EOB,15:06,B-B 03,B-B,AST,54,CMP,U/L
EOB,15:06,B-B 03,B-B,ALT,47,CMP,U/L
EOB,15:06,B-B 03,B-B,LDH,87,CMP,U/L
EOB,15:06,B-B 03,B-B,CREA,0.3,CMP,mg/dL
EOB,15:06,B-B 03,B-B,BUN,16.85,CMP,mg/dL
EOB,15:06,B-B 03,B-B,AMY,208,CMP,U/L
EOB,15:06,B-B 03,B-B,TG,89.48,CMP,mg/dL
EOB,15:06,B-B 03,B-B,GLU,125.53,CMP,mg/dL
EOB,15:06,B-B 03,B-B,GGT,7,CMP,U/L
EOB,15:06,B-B 03,B-B,APTT,137.6,Coag Panel,sec
EOB,15:06,B-B 03,B-B,PT,14.9,Coag Panel,sec
EOB,15:06,B-B 03,B-B,TT,20.6,Coag Panel,sec
EOB,15:06,B-B 03,B-B,Fib,1.45,Coag Panel,g/L
24HR,11:06,B-B 03,B-B,MAP,75,MAP,mmHg
24HR,11:06,B-B 03,B-B,bpm,264,Heart rate,bpm
24HR,11:06,B-B 03,B-B,RBC,4.48,CBC,M/mL
24HR,11:06,B-B 03,B-B,Hb,10.1,CBC,mg/dL
24HR,11:06,B-B 03,B-B,HCT,30.3,CBC,mmHg
24HR,11:06,B-B 03,B-B,PLT,22,CBC,10^3/uL
24HR,11:06,B-B 03,B-B,WBC,4.4,CBC,10^3/uL
24HR,11:06,B-B 03,B-B,X._Free_Hb,0,% Free Hb,%
24HR,11:06,B-B 03,B-B,LAC,3.2,ABG,mmol/L
24HR,11:06,B-B 03,B-B,pH,7.447,ABG,value
24HR,11:06,B-B 03,B-B,pCO2,38.9,ABG,mmHg
24HR,11:06,B-B 03,B-B,pO2,83.8,ABG,mmHg
24HR,11:06,B-B 03,B-B,AST,35,CMP,U/L
24HR,11:06,B-B 03,B-B,ALT,52,CMP,U/L
24HR,11:06,B-B 03,B-B,LDH,117,CMP,U/L
24HR,11:06,B-B 03,B-B,CREA,0.6,CMP,mg/dL
24HR,11:06,B-B 03,B-B,BUN,8.76,CMP,mg/dL
24HR,11:06,B-B 03,B-B,AMY,226,CMP,U/L
24HR,11:06,B-B 03,B-B,TG,58.9,CMP,mg/dL
24HR,11:06,B-B 03,B-B,GLU,147.11,CMP,mg/dL
24HR,11:06,B-B 03,B-B,GGT,7,CMP,U/L
24HR,11:06,B-B 03,B-B,APTT,127.6,Coag Panel,sec
24HR,11:06,B-B 03,B-B,PT,12.4,Coag Panel,sec
24HR,11:06,B-B 03,B-B,TT,21.7,Coag Panel,sec
24HR,11:06,B-B 03,B-B,Fib,1.97,Coag Panel,g/L
48HR,11:06,B-B 03,B-B,MAP,61,MAP,mmHg
48HR,11:06,B-B 03,B-B,bpm,225,Heart rate,bpm
48HR,11:06,B-B 03,B-B,RBC,4.69,CBC,M/mL
48HR,11:06,B-B 03,B-B,Hb,10,CBC,mg/dL
48HR,11:06,B-B 03,B-B,HCT,31.7,CBC,mmHg
48HR,11:06,B-B 03,B-B,PLT,74,CBC,10^3/uL
48HR,11:06,B-B 03,B-B,WBC,6.3,CBC,10^3/uL
48HR,11:06,B-B 03,B-B,X._Free_Hb,0,% Free Hb,%
48HR,11:06,B-B 03,B-B,LAC,2.8,ABG,mmol/L
48HR,11:06,B-B 03,B-B,pH,7.425,ABG,value
48HR,11:06,B-B 03,B-B,pCO2,44,ABG,mmHg
48HR,11:06,B-B 03,B-B,pO2,71.8,ABG,mmHg
48HR,11:06,B-B 03,B-B,AST,27,CMP,U/L
48HR,11:06,B-B 03,B-B,ALT,91,CMP,U/L
48HR,11:06,B-B 03,B-B,LDH,96,CMP,U/L
48HR,11:06,B-B 03,B-B,CREA,0.8,CMP,mg/dL
48HR,11:06,B-B 03,B-B,BUN,13.61,CMP,mg/dL
48HR,11:06,B-B 03,B-B,AMY,243,CMP,U/L
48HR,11:06,B-B 03,B-B,TG,74.37,CMP,mg/dL
48HR,11:06,B-B 03,B-B,GLU,133.29,CMP,mg/dL
48HR,11:06,B-B 03,B-B,GGT,11,CMP,U/L
48HR,11:06,B-B 03,B-B,APTT,131.8,Coag Panel,sec
48HR,11:06,B-B 03,B-B,PT,21.5,Coag Panel,sec
48HR,11:06,B-B 03,B-B,TT,92.2,Coag Panel,sec
48HR,11:06,B-B 03,B-B,Fib,2.36,Coag Panel,g/L
Baseline,06:55,B-B 04,B-B,MAP,73,MAP,mmHg
Baseline,06:55,B-B 04,B-B,bpm,294,Heart rate,bpm
Baseline,06:55,B-B 04,B-B,RBC,5.6,CBC,M/mL
Baseline,06:55,B-B 04,B-B,Hb,12,CBC,mg/dL
Baseline,06:55,B-B 04,B-B,HCT,36.9,CBC,mmHg
Baseline,06:55,B-B 04,B-B,PLT,9,CBC,10^3/uL
Baseline,06:55,B-B 04,B-B,WBC,3.8,CBC,10^3/uL
Baseline,06:55,B-B 04,B-B,X._Free_Hb,0,% Free Hb,%
Baseline,06:55,B-B 04,B-B,LAC,3.5,ABG,mmol/L
Baseline,06:55,B-B 04,B-B,pH,7.484,ABG,value
Baseline,06:55,B-B 04,B-B,pCO2,40.4,ABG,mmHg
Baseline,06:55,B-B 04,B-B,pO2,83.8,ABG,mmHg
Baseline,06:55,B-B 04,B-B,AST,34,CMP,U/L
Baseline,06:55,B-B 04,B-B,ALT,40,CMP,U/L
Baseline,06:55,B-B 04,B-B,LDH,133,CMP,U/L
Baseline,06:55,B-B 04,B-B,CREA,0.4,CMP,mg/dL
Baseline,06:55,B-B 04,B-B,BUN,12.74,CMP,mg/dL
Baseline,06:55,B-B 04,B-B,AMY,278,CMP,U/L
Baseline,06:55,B-B 04,B-B,TG,415.7,CMP,mg/dL
Baseline,06:55,B-B 04,B-B,GLU,147.26,CMP,mg/dL
Baseline,06:55,B-B 04,B-B,GGT,12,CMP,U/L
Baseline,06:55,B-B 04,B-B,APTT,126.6,Coag Panel,sec
Baseline,06:55,B-B 04,B-B,PT,20.6,Coag Panel,sec
Baseline,06:55,B-B 04,B-B,Fib,0.54,Coag Panel,g/L
EOS,10:46,B-B 04,B-B,MAP,30,MAP,mmHg
EOS,10:46,B-B 04,B-B,bpm,247,Heart rate,bpm
EOS,10:46,B-B 04,B-B,RBC,3.63,CBC,M/mL
EOS,10:46,B-B 04,B-B,Hb,7.7,CBC,mg/dL
EOS,10:46,B-B 04,B-B,HCT,23.7,CBC,mmHg
EOS,10:46,B-B 04,B-B,PLT,101,CBC,10^3/uL
EOS,10:46,B-B 04,B-B,WBC,3,CBC,10^3/uL
EOS,10:46,B-B 04,B-B,X._Free_Hb,0,% Free Hb,%
EOS,10:46,B-B 04,B-B,LAC,12.8,ABG,mmol/L
EOS,10:46,B-B 04,B-B,pH,7.176,ABG,value
EOS,10:46,B-B 04,B-B,pCO2,58,ABG,mmHg
EOS,10:46,B-B 04,B-B,pO2,93.9,ABG,mmHg
EOR,10:56,B-B 04,B-B,MAP,78,MAP,mmHg
EOR,10:56,B-B 04,B-B,bpm,269,Heart rate,bpm
EOR,10:56,B-B 04,B-B,RBC,4.22,CBC,M/mL
EOR,10:56,B-B 04,B-B,Hb,8.9,CBC,mg/dL
EOR,10:56,B-B 04,B-B,HCT,27.7,CBC,mmHg
EOR,10:56,B-B 04,B-B,PLT,55,CBC,10^3/uL
EOR,10:56,B-B 04,B-B,WBC,5.6,CBC,10^3/uL
EOR,10:56,B-B 04,B-B,X._Free_Hb,0,% Free Hb,%
EOR,10:56,B-B 04,B-B,LAC,13.2,ABG,mmol/L
EOR,10:56,B-B 04,B-B,pH,7.337,ABG,value
EOR,10:56,B-B 04,B-B,pCO2,46.1,ABG,mmHg
EOR,10:56,B-B 04,B-B,pO2,70.6,ABG,mmHg
EOR,10:56,B-B 04,B-B,AST,47,CMP,U/L
EOR,10:56,B-B 04,B-B,ALT,36,CMP,U/L
EOR,10:56,B-B 04,B-B,LDH,143,CMP,U/L
EOR,10:56,B-B 04,B-B,CREA,1,CMP,mg/dL
EOR,10:56,B-B 04,B-B,BUN,18.83,CMP,mg/dL
EOR,10:56,B-B 04,B-B,AMY,232,CMP,U/L
EOR,10:56,B-B 04,B-B,TG,307.77,CMP,mg/dL
EOR,10:56,B-B 04,B-B,GLU,339.31,CMP,mg/dL
EOR,10:56,B-B 04,B-B,GGT,10,CMP,U/L
EOR,10:56,B-B 04,B-B,APTT,11.1,Coag Panel,sec
EOR,10:56,B-B 04,B-B,PT,14.5,Coag Panel,sec
EOR,10:56,B-B 04,B-B,Fib,3.83,Coag Panel,g/L
10%,11:56,B-B 04,B-B,MAP,45,MAP,mmHg
10%,11:56,B-B 04,B-B,bpm,173,Heart rate,bpm
10%,11:56,B-B 04,B-B,LAC,8,ABG,mmol/L
10%,11:56,B-B 04,B-B,pH,7.493,ABG,value
10%,11:56,B-B 04,B-B,pCO2,43.9,ABG,mmHg
10%,11:56,B-B 04,B-B,pO2,79.1,ABG,mmHg
7.5%,12:56,B-B 04,B-B,MAP,61,MAP,mmHg
7.5%,12:56,B-B 04,B-B,bpm,282,Heart rate,bpm
7.5%,12:56,B-B 04,B-B,LAC,4.6,ABG,mmol/L
7.5%,12:56,B-B 04,B-B,pH,7.494,ABG,value
7.5%,12:56,B-B 04,B-B,pCO2,40.6,ABG,mmHg
7.5%,12:56,B-B 04,B-B,pO2,107,ABG,mmHg
5%,13:56,B-B 04,B-B,MAP,63,MAP,mmHg
5%,13:56,B-B 04,B-B,bpm,263,Heart rate,bpm
5%,13:56,B-B 04,B-B,LAC,3.3,ABG,mmol/L
5%,13:56,B-B 04,B-B,pH,7.447,ABG,value
5%,13:56,B-B 04,B-B,pCO2,41.3,ABG,mmHg
5%,13:56,B-B 04,B-B,pO2,89.2,ABG,mmHg
2.5%,14:56,B-B 04,B-B,MAP,67,MAP,mmHg
2.5%,14:56,B-B 04,B-B,bpm,285,Heart rate,bpm
2.5%,14:56,B-B 04,B-B,pH,7.263,ABG,value
2.5%,14:56,B-B 04,B-B,pCO2,53.2,ABG,mmHg
2.5%,14:56,B-B 04,B-B,pO2,104,ABG,mmHg
EOB,15:56,B-B 04,B-B,MAP,65,MAP,mmHg
EOB,15:56,B-B 04,B-B,bpm,271,Heart rate,bpm
EOB,15:56,B-B 04,B-B,RBC,4.5,CBC,M/mL
EOB,15:56,B-B 04,B-B,Hb,9.4,CBC,mg/dL
EOB,15:56,B-B 04,B-B,HCT,29.3,CBC,mmHg
EOB,15:56,B-B 04,B-B,PLT,64,CBC,10^3/uL
EOB,15:56,B-B 04,B-B,WBC,6,CBC,10^3/uL
EOB,15:56,B-B 04,B-B,X._Free_Hb,0,% Free Hb,%
EOB,15:56,B-B 04,B-B,LAC,3.3,ABG,mmol/L
EOB,15:56,B-B 04,B-B,pH,7.482,ABG,value
EOB,15:56,B-B 04,B-B,pCO2,38.8,ABG,mmHg
EOB,15:56,B-B 04,B-B,pO2,89.3,ABG,mmHg
EOB,15:56,B-B 04,B-B,AST,99,CMP,U/L
EOB,15:56,B-B 04,B-B,ALT,55,CMP,U/L
EOB,15:56,B-B 04,B-B,LDH,294,CMP,U/L
EOB,15:56,B-B 04,B-B,CREA,0.4,CMP,mg/dL
EOB,15:56,B-B 04,B-B,BUN,19.49,CMP,mg/dL
EOB,15:56,B-B 04,B-B,AMY,226,CMP,U/L
EOB,15:56,B-B 04,B-B,TG,272.69,CMP,mg/dL
EOB,15:56,B-B 04,B-B,GLU,147.76,CMP,mg/dL
EOB,15:56,B-B 04,B-B,GGT,9,CMP,U/L
EOB,15:56,B-B 04,B-B,PT,16.1,Coag Panel,sec
EOB,15:56,B-B 04,B-B,Fib,3.75,Coag Panel,g/L
24HR,10:56,B-B 04,B-B,MAP,77,MAP,mmHg
24HR,10:56,B-B 04,B-B,bpm,246,Heart rate,bpm
24HR,10:56,B-B 04,B-B,RBC,4.61,CBC,M/mL
24HR,10:56,B-B 04,B-B,Hb,9.9,CBC,mg/dL
24HR,10:56,B-B 04,B-B,HCT,30.3,CBC,mmHg
24HR,10:56,B-B 04,B-B,PLT,23,CBC,10^3/uL
24HR,10:56,B-B 04,B-B,WBC,3.5,CBC,10^3/uL
24HR,10:56,B-B 04,B-B,X._Free_Hb,0,% Free Hb,%
24HR,10:56,B-B 04,B-B,LAC,1.2,ABG,mmol/L
24HR,10:56,B-B 04,B-B,pH,7.471,ABG,value
24HR,10:56,B-B 04,B-B,pCO2,38.6,ABG,mmHg
24HR,10:56,B-B 04,B-B,pO2,85.1,ABG,mmHg
24HR,10:56,B-B 04,B-B,AST,532,CMP,U/L
24HR,10:56,B-B 04,B-B,ALT,142,CMP,U/L
24HR,10:56,B-B 04,B-B,LDH,210,CMP,U/L
24HR,10:56,B-B 04,B-B,CREA,0.4,CMP,mg/dL
24HR,10:56,B-B 04,B-B,BUN,13.68,CMP,mg/dL
24HR,10:56,B-B 04,B-B,AMY,454,CMP,U/L
24HR,10:56,B-B 04,B-B,TG,232.44,CMP,mg/dL
24HR,10:56,B-B 04,B-B,GLU,133.53,CMP,mg/dL
24HR,10:56,B-B 04,B-B,GGT,10,CMP,U/L
24HR,10:56,B-B 04,B-B,APTT,132.1,Coag Panel,sec
24HR,10:56,B-B 04,B-B,PT,11.6,Coag Panel,sec
24HR,10:56,B-B 04,B-B,TT,17.2,Coag Panel,sec
24HR,10:56,B-B 04,B-B,Fib,2.3,Coag Panel,g/L
48HR,10:56,B-B 04,B-B,MAP,81,MAP,mmHg
48HR,10:56,B-B 04,B-B,bpm,256,Heart rate,bpm
48HR,10:56,B-B 04,B-B,RBC,4.55,CBC,M/mL
48HR,10:56,B-B 04,B-B,Hb,9.6,CBC,mg/dL
48HR,10:56,B-B 04,B-B,HCT,29.8,CBC,mmHg
48HR,10:56,B-B 04,B-B,PLT,117,CBC,10^3/uL
48HR,10:56,B-B 04,B-B,WBC,4.9,CBC,10^3/uL
48HR,10:56,B-B 04,B-B,X._Free_Hb,0,% Free Hb,%
48HR,10:56,B-B 04,B-B,LAC,1.1,ABG,mmol/L
48HR,10:56,B-B 04,B-B,pH,7.481,ABG,value
48HR,10:56,B-B 04,B-B,pCO2,37.3,ABG,mmHg
48HR,10:56,B-B 04,B-B,pO2,85.2,ABG,mmHg
48HR,10:56,B-B 04,B-B,AST,524,CMP,U/L
48HR,10:56,B-B 04,B-B,ALT,209,CMP,U/L
48HR,10:56,B-B 04,B-B,LDH,186,CMP,U/L
48HR,10:56,B-B 04,B-B,CREA,0.8,CMP,mg/dL
48HR,10:56,B-B 04,B-B,BUN,13.72,CMP,mg/dL
48HR,10:56,B-B 04,B-B,AMY,390,CMP,U/L
48HR,10:56,B-B 04,B-B,TG,11.34,CMP,mg/dL
48HR,10:56,B-B 04,B-B,GLU,134.95,CMP,mg/dL
48HR,10:56,B-B 04,B-B,GGT,12,CMP,U/L
48HR,10:56,B-B 04,B-B,APTT,36,Coag Panel,sec
48HR,10:56,B-B 04,B-B,PT,27.7,Coag Panel,sec
48HR,10:56,B-B 04,B-B,TT,46.9,Coag Panel,sec
48HR,10:56,B-B 04,B-B,Fib,2.52,Coag Panel,g/L
Baseline,07:00,B-B 06,B-B,MAP,89,MAP,mmHg
Baseline,07:00,B-B 06,B-B,bpm,296,Heart rate,bpm
EOS,10:45,B-B 06,B-B,MAP,42,MAP,mmHg
EOS,10:45,B-B 06,B-B,bpm,231,Heart rate,bpm
EOR,10:55,B-B 06,B-B,MAP,71,MAP,mmHg
EOR,10:55,B-B 06,B-B,bpm,196,Heart rate,bpm
10%,11:55,B-B 06,B-B,MAP,57,MAP,mmHg
10%,11:55,B-B 06,B-B,bpm,277,Heart rate,bpm
7.5%,12:55,B-B 06,B-B,MAP,68,MAP,mmHg
7.5%,12:55,B-B 06,B-B,bpm,278,Heart rate,bpm
5%,13:55,B-B 06,B-B,MAP,76,MAP,mmHg
5%,13:55,B-B 06,B-B,bpm,285,Heart rate,bpm
2.5%,14:55,B-B 06,B-B,MAP,66,MAP,mmHg
2.5%,14:55,B-B 06,B-B,bpm,288,Heart rate,bpm
EOB,15:05,B-B 06,B-B,MAP,64,MAP,mmHg
EOB,15:05,B-B 06,B-B,bpm,278,Heart rate,bpm
24HR,10:55,B-B 06,B-B,MAP,80,MAP,mmHg
24HR,10:55,B-B 06,B-B,bpm,282,Heart rate,bpm
48HR,10:55,B-B 06,B-B,MAP,86,MAP,mmHg
48HR,10:55,B-B 06,B-B,bpm,291,Heart rate,bpm
Baseline,07:00,B-B 07,B-B,MAP,85,MAP,mmHg
Baseline,07:00,B-B 07,B-B,bpm,267,Heart rate,bpm
Baseline,07:00,B-B 07,B-B,RBC,6.13,CBC,M/mL
Baseline,07:00,B-B 07,B-B,Hb,13.4,CBC,mg/dL
Baseline,07:00,B-B 07,B-B,HCT,41.3,CBC,mmHg
Baseline,07:00,B-B 07,B-B,PLT,23,CBC,10^3/uL
Baseline,07:00,B-B 07,B-B,WBC,5,CBC,10^3/uL
Baseline,07:00,B-B 07,B-B,X._Free_Hb,0,% Free Hb,%
Baseline,07:00,B-B 07,B-B,LAC,1.1,ABG,mmol/L
Baseline,07:00,B-B 07,B-B,pH,7.509,ABG,value
Baseline,07:00,B-B 07,B-B,pCO2,26.2,ABG,mmHg
Baseline,07:00,B-B 07,B-B,pO2,80.9,ABG,mmHg
Baseline,07:00,B-B 07,B-B,AST,31,CMP,U/L
Baseline,07:00,B-B 07,B-B,ALT,44,CMP,U/L
Baseline,07:00,B-B 07,B-B,LDH,110,CMP,U/L
Baseline,07:00,B-B 07,B-B,CREA,0.7,CMP,mg/dL
Baseline,07:00,B-B 07,B-B,BUN,11.66,CMP,mg/dL
Baseline,07:00,B-B 07,B-B,AMY,158,CMP,U/L
Baseline,07:00,B-B 07,B-B,TG,135.08,CMP,mg/dL
Baseline,07:00,B-B 07,B-B,GLU,135.75,CMP,mg/dL
Baseline,07:00,B-B 07,B-B,GGT,8,CMP,U/L
Baseline,07:00,B-B 07,B-B,APTT,140.4,Coag Panel,sec
Baseline,07:00,B-B 07,B-B,PT,14.7,Coag Panel,sec
Baseline,07:00,B-B 07,B-B,TT,29.1,Coag Panel,sec
Baseline,07:00,B-B 07,B-B,Fib,2.26,Coag Panel,g/L
EOS,09:27,B-B 07,B-B,MAP,47,MAP,mmHg
EOS,09:27,B-B 07,B-B,bpm,281,Heart rate,bpm
EOS,09:27,B-B 07,B-B,RBC,3.66,CBC,M/mL
EOS,09:27,B-B 07,B-B,Hb,7.9,CBC,mg/dL
EOS,09:27,B-B 07,B-B,HCT,24.5,CBC,mmHg
EOS,09:27,B-B 07,B-B,PLT,59,CBC,10^3/uL
EOS,09:27,B-B 07,B-B,WBC,5.9,CBC,10^3/uL
EOS,09:27,B-B 07,B-B,X._Free_Hb,0,% Free Hb,%
EOS,09:27,B-B 07,B-B,LAC,14.6,ABG,mmol/L
EOS,09:27,B-B 07,B-B,pH,7.333,ABG,value
EOS,09:27,B-B 07,B-B,pCO2,36.3,ABG,mmHg
EOS,09:27,B-B 07,B-B,pO2,102,ABG,mmHg
EOS,09:27,B-B 07,B-B,AST,181,CMP,U/L
EOS,09:27,B-B 07,B-B,ALT,40,CMP,U/L
EOS,09:27,B-B 07,B-B,LDH,282,CMP,U/L
EOS,09:27,B-B 07,B-B,CREA,1.3,CMP,mg/dL
EOS,09:27,B-B 07,B-B,BUN,18.42,CMP,mg/dL
EOS,09:27,B-B 07,B-B,AMY,178,CMP,U/L
EOS,09:27,B-B 07,B-B,TG,160.91,CMP,mg/dL
EOS,09:27,B-B 07,B-B,GLU,409.4,CMP,mg/dL
EOS,09:27,B-B 07,B-B,GGT,9,CMP,U/L
EOR,09:37,B-B 07,B-B,MAP,71,MAP,mmHg
EOR,09:37,B-B 07,B-B,bpm,242,Heart rate,bpm
EOR,09:37,B-B 07,B-B,RBC,4.59,CBC,M/mL
EOR,09:37,B-B 07,B-B,Hb,9.7,CBC,mg/dL
EOR,09:37,B-B 07,B-B,HCT,30.8,CBC,mmHg
EOR,09:37,B-B 07,B-B,PLT,166,CBC,10^3/uL
EOR,09:37,B-B 07,B-B,WBC,4.9,CBC,10^3/uL
EOR,09:37,B-B 07,B-B,X._Free_Hb,0,% Free Hb,%
EOR,09:37,B-B 07,B-B,LAC,14.2,ABG,mmol/L
EOR,09:37,B-B 07,B-B,pH,7.28,ABG,value
EOR,09:37,B-B 07,B-B,pCO2,43.8,ABG,mmHg
EOR,09:37,B-B 07,B-B,pO2,93.9,ABG,mmHg
EOR,09:37,B-B 07,B-B,AST,158,CMP,U/L
EOR,09:37,B-B 07,B-B,ALT,39,CMP,U/L
EOR,09:37,B-B 07,B-B,LDH,308,CMP,U/L
EOR,09:37,B-B 07,B-B,CREA,1.2,CMP,mg/dL
EOR,09:37,B-B 07,B-B,BUN,20.4,CMP,mg/dL
EOR,09:37,B-B 07,B-B,AMY,207,CMP,U/L
EOR,09:37,B-B 07,B-B,TG,199.38,CMP,mg/dL
EOR,09:37,B-B 07,B-B,GLU,405.14,CMP,mg/dL
EOR,09:37,B-B 07,B-B,GGT,7,CMP,U/L
EOR,09:37,B-B 07,B-B,APTT,22.5,Coag Panel,sec
EOR,09:37,B-B 07,B-B,PT,18.2,Coag Panel,sec
EOR,09:37,B-B 07,B-B,Fib,2.16,Coag Panel,g/L
10%,10:37,B-B 07,B-B,MAP,52,MAP,mmHg
10%,10:37,B-B 07,B-B,bpm,297,Heart rate,bpm
10%,10:37,B-B 07,B-B,LAC,8.9,ABG,mmol/L
10%,10:37,B-B 07,B-B,pH,7.474,ABG,value
10%,10:37,B-B 07,B-B,pCO2,43.5,ABG,mmHg
10%,10:37,B-B 07,B-B,pO2,89.5,ABG,mmHg
7.5%,11:37,B-B 07,B-B,MAP,71,MAP,mmHg
7.5%,11:37,B-B 07,B-B,bpm,248,Heart rate,bpm
7.5%,11:37,B-B 07,B-B,LAC,3.8,ABG,mmol/L
7.5%,11:37,B-B 07,B-B,pH,7.554,ABG,value
7.5%,11:37,B-B 07,B-B,pCO2,39.8,ABG,mmHg
7.5%,11:37,B-B 07,B-B,pO2,86,ABG,mmHg
5%,00:37,B-B 07,B-B,MAP,77,MAP,mmHg
5%,00:37,B-B 07,B-B,bpm,258,Heart rate,bpm
5%,00:37,B-B 07,B-B,LAC,2.3,ABG,mmol/L
5%,00:37,B-B 07,B-B,pH,7.559,ABG,value
5%,00:37,B-B 07,B-B,pCO2,42.7,ABG,mmHg
5%,00:37,B-B 07,B-B,pO2,85,ABG,mmHg
2.5%,01:37,B-B 07,B-B,MAP,86,MAP,mmHg
2.5%,01:37,B-B 07,B-B,bpm,229,Heart rate,bpm
2.5%,01:37,B-B 07,B-B,LAC,0.9,ABG,mmol/L
2.5%,01:37,B-B 07,B-B,pH,7.553,ABG,value
2.5%,01:37,B-B 07,B-B,pCO2,39.6,ABG,mmHg
2.5%,01:37,B-B 07,B-B,pO2,88.3,ABG,mmHg
EOB,01:47,B-B 07,B-B,MAP,92,MAP,mmHg
EOB,01:47,B-B 07,B-B,bpm,232,Heart rate,bpm
EOB,01:47,B-B 07,B-B,RBC,5.31,CBC,M/mL
EOB,01:47,B-B 07,B-B,Hb,11.1,CBC,mg/dL
EOB,01:47,B-B 07,B-B,HCT,35.4,CBC,mmHg
EOB,01:47,B-B 07,B-B,PLT,155,CBC,10^3/uL
EOB,01:47,B-B 07,B-B,WBC,3.3,CBC,10^3/uL
EOB,01:47,B-B 07,B-B,X._Free_Hb,0,% Free Hb,%
