"","Source_File","Subject_ID","Group","Variable","Timepoint","Value","Parser_Confidence"
"1247","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","BL",65,15
"1248","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","EOR",57,15
"1249","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","EOB",80,15
"1250","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","24HR",76,15
"1251","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","48HR",48,15
"1252","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","BL",17,15
"1253","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","EOR",20.8,15
"1254","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","EOB",13.9,15
"1255","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","24HR",14.6,15
"1256","Sc. B_B11&13.xlsx","B-B13",NA,"ALT","48HR",9.5,15
"1257","Sc. B_B11&13.xlsx","B-B11",NA,"WBC","BL",4.6,15
"1258","Sc. B_B11&13.xlsx","B-B11",NA,"WBC","EOS",3.9,15
"1259","Sc. B_B11&13.xlsx","B-B11",NA,"WBC","EOR",4.8,15
"1260","Sc. B_B11&13.xlsx","B-B11",NA,"WBC","EOB",6.2,15
"1261","Sc. B_B11&13.xlsx","B-B11",NA,"WBC","24HR",6.5,15
"1262","Sc. B_B11&13.xlsx","B-B11",NA,"WBC","48HR",6.7,15
"1263","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","BL",75.1,15
"1264","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","EOS",88.6,15
"1265","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","EOR",91.6,15
"1266","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","10%",86.5,15
"1267","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","7.5%",83.4,15
"1268","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","5%",85.3,15
"1269","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","2.5%",90,15
"1270","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","EOB",89.8,15
"1271","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","24HR",84,15
"1272","Sc. B_B11&13.xlsx","B-B11",NA,"pO2","48HR",90.2,15
"1273","Sc. B_B11&13.xlsx","B-B11",NA,"LDH","BL",164,15
"1274","Sc. B_B11&13.xlsx","B-B11",NA,"LDH","EOR",124,15
"1275","Sc. B_B11&13.xlsx","B-B11",NA,"LDH","EOB",202,15
"1276","Sc. B_B11&13.xlsx","B-B11",NA,"LDH","24HR",116,15
"1277","Sc. B_B11&13.xlsx","B-B11",NA,"LDH","48HR",59,15
"1278","Sc. B_B11&13.xlsx","B-B11",NA,"Angle","EOR",39,15
"1279","Sc. B_B11&13.xlsx","B-B13",NA,"WBC","BL",7,15
"1280","Sc. B_B11&13.xlsx","B-B13",NA,"WBC","EOS",7.3,15
"1281","Sc. B_B11&13.xlsx","B-B13",NA,"WBC","EOR",7.1,15
"1282","Sc. B_B11&13.xlsx","B-B13",NA,"WBC","EOB",7.3,15
"1283","Sc. B_B11&13.xlsx","B-B13",NA,"WBC","24HR",7.5,15
"1284","Sc. B_B11&13.xlsx","B-B13",NA,"WBC","48HR",7.5,15
"1285","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","BL",205,15
"1286","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","EOS",102,15
"1287","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","EOR",92.6,15
"1288","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","10%",100,15
"1289","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","7.5%",94.6,15
"1290","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","5%",87.8,15
"1291","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","2.5%",82.5,15
"1292","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","EOB",78.1,15
"1293","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","24HR",31.6,15
"1294","Sc. B_B11&13.xlsx","B-B13",NA,"pO2","48HR",31,15
"1295","Sc. B_B11&13.xlsx","B-B13",NA,"LDH","BL",147,15
"1296","Sc. B_B11&13.xlsx","B-B13",NA,"LDH","EOR",174,15
"1297","Sc. B_B11&13.xlsx","B-B13",NA,"LDH","EOB",150,15
"1298","Sc. B_B11&13.xlsx","B-B13",NA,"LDH","24HR",84,15
"1299","Sc. B_B11&13.xlsx","B-B13",NA,"LDH","48HR",23,15
"1300","Sc. B_B11&13.xlsx","B-B11","CBC","PLT","BL",168,15
"1301","Sc. B_B11&13.xlsx","B-B11","CBC","PLT","EOS",183,15
"1302","Sc. B_B11&13.xlsx","B-B11","CBC","PLT","EOR",179,15
"1303","Sc. B_B11&13.xlsx","B-B11","CBC","PLT","EOB",167,15
"1304","Sc. B_B11&13.xlsx","B-B11","CBC","PLT","24HR",312,15
"1305","Sc. B_B11&13.xlsx","B-B11","CBC","PLT","48HR",425,15
"1306","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","BL",0.6,15
"1307","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","EOS",10.1,15
"1308","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","EOR",9.1,15
"1309","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","10%",2.7,15
"1310","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","7.5%",1.4,15
"1311","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","5%",1.1,15
"1312","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","2.5%",0.7,15
"1313","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","EOB",0.8,15
"1314","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","24HR",1.5,15
"1315","Sc. B_B11&13.xlsx","B-B11","ABG","LAC","48HR",0.4,15
"1316","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","BL",0.9,15
"1317","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","EOR",0.8,15
"1318","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","EOB",0.6,15
"1319","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","24HR",0.7,15
"1320","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","48HR",0.6,15
"1321","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","BL",4.17,15
"1322","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","EOR",0.6,15
"1323","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","EOB",3.3,15
"1324","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","24HR",4.97,15
"1325","Sc. B_B11&13.xlsx","B-B11",NA,"CREA","48HR",4.71,15
"1326","Sc. B_B11&13.xlsx","B-B13","CBC","PLT","BL",165,15
"1327","Sc. B_B11&13.xlsx","B-B13","CBC","PLT","EOS",158,15
"1328","Sc. B_B11&13.xlsx","B-B13","CBC","PLT","EOR",167,15
"1329","Sc. B_B11&13.xlsx","B-B13","CBC","PLT","EOB",177,15
"1330","Sc. B_B11&13.xlsx","B-B13","CBC","PLT","24HR",247,15
"1331","Sc. B_B11&13.xlsx","B-B13","CBC","PLT","48HR",344,15
"1332","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","BL",5.2,15
"1333","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","EOS",12.5,15
"1334","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","EOR",12.9,15
"1335","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","10%",7.2,15
"1336","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","7.5%",4.1,15
"1337","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","5%",3.3,15
"1338","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","2.5%",2.1,15
"1339","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","EOB",2.4,15
"1340","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","24HR",1.6,15
"1341","Sc. B_B11&13.xlsx","B-B13","ABG","LAC","48HR",1.2,15
"1342","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","BL",0.5,15
"1343","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","EOR",0.5,15
"1344","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","EOB",0.5,15
"1345","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","24HR",0.4,15
"1346","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","48HR",0.4,15
"1347","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","BL",4.49,15
"1348","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","EOR",0.19,15
"1349","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","EOB",4.01,15
"1350","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","24HR",5.34,15
"1351","Sc. B_B11&13.xlsx","B-B13",NA,"CREA","48HR",4.12,15
"1352","Sc. B_B11&13.xlsx","B-B11",NA,"RBC","BL",5.99,15
"1353","Sc. B_B11&13.xlsx","B-B11",NA,"RBC","EOS",3.98,15
"1354","Sc. B_B11&13.xlsx","B-B11",NA,"RBC","EOR",4.71,15
"1355","Sc. B_B11&13.xlsx","B-B11",NA,"RBC","EOB",5.71,15
"1356","Sc. B_B11&13.xlsx","B-B11",NA,"RBC","24HR",4.66,15
"1357","Sc. B_B11&13.xlsx","B-B11",NA,"RBC","48HR",4.87,15
"1358","Sc. B_B11&13.xlsx","B-B11",NA,"BUN","BL",13.21,15
"1359","Sc. B_B11&13.xlsx","B-B11",NA,"BUN","EOR",21.13,15
"1360","Sc. B_B11&13.xlsx","B-B11",NA,"BUN","EOB",23.79,15
"1361","Sc. B_B11&13.xlsx","B-B11",NA,"BUN","24HR",14.05,15
"1362","Sc. B_B11&13.xlsx","B-B11",NA,"BUN","48HR",15.9,15
"1363","Sc. B_B11&13.xlsx","B-B13",NA,"RBC","BL",4.09,15
"1364","Sc. B_B11&13.xlsx","B-B13",NA,"RBC","EOS",2.46,15
"1365","Sc. B_B11&13.xlsx","B-B13",NA,"RBC","EOR",3.11,15
"1366","Sc. B_B11&13.xlsx","B-B13",NA,"RBC","EOB",3.39,15
"1367","Sc. B_B11&13.xlsx","B-B13",NA,"RBC","24HR",3.51,15
"1368","Sc. B_B11&13.xlsx","B-B13",NA,"RBC","48HR",3.76,15
"1369","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","BL",62,15
"1370","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","EOS",29,15
"1371","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","EOR",55,15
"1372","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","10%",55,15
"1373","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","7.5%",51,15
"1374","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","5%",58,15
"1375","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","2.5%",55,15
"1376","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","EOB",68,15
"1377","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","24HR",78,15
"1378","Sc. B_B11&13.xlsx","B-B11","MAP","MAP","48HR",74,15
"1379","Sc. B_B11&13.xlsx","B-B13",NA,"BUN","BL",13.21,15
"1380","Sc. B_B11&13.xlsx","B-B13",NA,"BUN","EOR",19.19,15
"1381","Sc. B_B11&13.xlsx","B-B13",NA,"BUN","EOB",15.57,15
"1382","Sc. B_B11&13.xlsx","B-B13",NA,"BUN","24HR",11.68,15
"1383","Sc. B_B11&13.xlsx","B-B13",NA,"BUN","48HR",9.08,15
"1384","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","BL",65,15
"1385","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","EOS",35,15
"1386","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","EOR",74,15
"1387","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","10%",64,15
"1388","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","7.5%",49,15
"1389","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","5%",47,15
"1390","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","2.5%",71,15
"1391","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","EOB",60,15
"1392","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","24HR",76,15
"1393","Sc. B_B11&13.xlsx","B-B13","MAP","MAP","48HR",62,15
"1394","Sc. B_B11&13.xlsx","B-B11",NA,"AMY","BL",255,15
"1395","Sc. B_B11&13.xlsx","B-B11",NA,"AMY","EOR",249,15
"1396","Sc. B_B11&13.xlsx","B-B11",NA,"AMY","EOB",273,15
"1397","Sc. B_B11&13.xlsx","B-B11",NA,"AMY","24HR",284,15
"1398","Sc. B_B11&13.xlsx","B-B11",NA,"AMY","48HR",295,15
"1399","Sc. B_B11&13.xlsx","B-B13",NA,"AMY","BL",275,15
"1400","Sc. B_B11&13.xlsx","B-B13",NA,"AMY","EOR",228,15
"1401","Sc. B_B11&13.xlsx","B-B13",NA,"AMY","EOB",250,15
"1402","Sc. B_B11&13.xlsx","B-B13",NA,"AMY","24HR",432,15
"1403","Sc. B_B11&13.xlsx","B-B13",NA,"AMY","48HR",295,15
"1404","Sc. B_B11&13.xlsx","B-B11",NA,"TG","BL",73.45,15
"1405","Sc. B_B11&13.xlsx","B-B11",NA,"TG","EOR",160.55,15
"1406","Sc. B_B11&13.xlsx","B-B11",NA,"TG","EOB",186.6,15
"1407","Sc. B_B11&13.xlsx","B-B11",NA,"TG","24HR",183.01,15
"1408","Sc. B_B11&13.xlsx","B-B11",NA,"TG","48HR",198.52,15
"1409","Sc. B_B11&13.xlsx","B-B13",NA,"TG","BL",195.57,15
"1410","Sc. B_B11&13.xlsx","B-B13",NA,"TG","EOR",245.6,15
"1411","Sc. B_B11&13.xlsx","B-B13",NA,"TG","EOB",333.2,15
"1412","Sc. B_B11&13.xlsx","B-B13",NA,"TG","24HR",404.5,15
"1413","Sc. B_B11&13.xlsx","B-B13",NA,"TG","48HR",127.75,15
"1414","Sc. B_B11&13.xlsx","B-B11",NA,"GGT","BL",7,15
"1415","Sc. B_B11&13.xlsx","B-B11",NA,"GGT","EOR",7,15
"1416","Sc. B_B11&13.xlsx","B-B11",NA,"GGT","EOB",9,15
"1417","Sc. B_B11&13.xlsx","B-B11",NA,"GGT","24HR",9,15
"1418","Sc. B_B11&13.xlsx","B-B11",NA,"GGT","48HR",10,15
"1419","Sc. B_B11&13.xlsx","B-B13",NA,"GGT","BL",9,15
"1420","Sc. B_B11&13.xlsx","B-B13",NA,"GGT","EOR",8,15
"1421","Sc. B_B11&13.xlsx","B-B13",NA,"GGT","EOB",10,15
"1422","Sc. B_B11&13.xlsx","B-B13",NA,"GGT","24HR",12,15
"1423","Sc. B_B11&13.xlsx","B-B13",NA,"GGT","48HR",10,15
"1424","Sc. B_B11&13.xlsx","B-B11",NA,"GLU","BL",140.6,15
"1425","Sc. B_B11&13.xlsx","B-B11",NA,"GLU","EOR",304.52,15
"1426","Sc. B_B11&13.xlsx","B-B11",NA,"GLU","EOB",135.86,15
"1427","Sc. B_B11&13.xlsx","B-B11",NA,"GLU","24HR",158.86,15
"1428","Sc. B_B11&13.xlsx","B-B11",NA,"GLU","48HR",156.84,15
"1429","Sc. B_B11&13.xlsx","B-B13",NA,"GLU","BL",148.81,15
"1430","Sc. B_B11&13.xlsx","B-B13",NA,"GLU","EOR",267.67,15
"1431","Sc. B_B11&13.xlsx","B-B13",NA,"GLU","EOB",145.51,15
"1432","Sc. B_B11&13.xlsx","B-B13",NA,"GLU","24HR",142.53,15
"1433","Sc. B_B11&13.xlsx","B-B13",NA,"GLU","48HR",123.97,15
"1434","Sc. B_B16-17.xlsx","B-B16","CBC","HGB","BL",12.7,15
"1435","Sc. B_B16-17.xlsx","B-B16","CBC","HGB","EOS",8.3,15
"1436","Sc. B_B16-17.xlsx","B-B16","CBC","HGB","EOR",9.6,15
"1437","Sc. B_B16-17.xlsx","B-B16","CBC","HGB","EOB",9.9,15
"1438","Sc. B_B16-17.xlsx","B-B16","CBC","HGB","24HR",10,15
"1439","Sc. B_B16-17.xlsx","B-B16","CBC","HGB","48HR",10.6,15
"1440","Sc. B_B16-17.xlsx","B-B16","ABG","pH","BL",7.434,15
"1441","Sc. B_B16-17.xlsx","B-B16","ABG","pH","EOS",7.396,15
"1442","Sc. B_B16-17.xlsx","B-B16","ABG","pH","EOR",7.304,15
"1443","Sc. B_B16-17.xlsx","B-B16","ABG","pH","10%",7.489,15
"1444","Sc. B_B16-17.xlsx","B-B16","ABG","pH","7.5%",7.501,15
"1445","Sc. B_B16-17.xlsx","B-B16","ABG","pH","5%",7.476,15
"1446","Sc. B_B16-17.xlsx","B-B16","ABG","pH","2.5%",7.48,15
"1447","Sc. B_B16-17.xlsx","B-B16","ABG","pH","EOB",7.491,15
"1448","Sc. B_B16-17.xlsx","B-B16","ABG","pH","24HR",7.478,15
"1449","Sc. B_B16-17.xlsx","B-B16","ABG","pH","48HR",7.262,15
"1450","Sc. B_B16-17.xlsx","B-B16",NA,"AST","BL",54,15
"1451","Sc. B_B16-17.xlsx","B-B16",NA,"AST","EOR",56,15
"1452","Sc. B_B16-17.xlsx","B-B16",NA,"AST","EOB",153,15
"1453","Sc. B_B16-17.xlsx","B-B16",NA,"AST","24HR",141,15
"1454","Sc. B_B16-17.xlsx","B-B16",NA,"AST","48HR",33,15
"1455","Sc. B_B16-17.xlsx","B-B16",NA,"AST","BL",127.9,15
"1456","Sc. B_B16-17.xlsx","B-B16",NA,"AST","EOR",8.4,15
"1457","Sc. B_B16-17.xlsx","B-B16",NA,"AST","EOB",9.5,15
"1458","Sc. B_B16-17.xlsx","B-B16",NA,"AST","24HR",103.8,15
"1459","Sc. B_B16-17.xlsx","B-B16",NA,"AST","48HR",139.4,15
"1460","Sc. B_B16-17.xlsx","B-B17","CBC","HGB","BL",13.3,15
"1461","Sc. B_B16-17.xlsx","B-B17","CBC","HGB","EOS",10.1,15
"1462","Sc. B_B16-17.xlsx","B-B17","CBC","HGB","EOR",11.3,15
"1463","Sc. B_B16-17.xlsx","B-B17","CBC","HGB","EOB",11.1,15
"1464","Sc. B_B16-17.xlsx","B-B17","CBC","HGB","24HR",12.5,15
"1465","Sc. B_B16-17.xlsx","B-B17","CBC","HGB","48HR",10.9,15
"1466","Sc. B_B16-17.xlsx","B-B17","ABG","pH","BL",7.445,15
"1467","Sc. B_B16-17.xlsx","B-B17","ABG","pH","EOS",7.192,15
"1468","Sc. B_B16-17.xlsx","B-B17","ABG","pH","EOR",7.085,15
"1469","Sc. B_B16-17.xlsx","B-B17","ABG","pH","10%",7.358,15
"1470","Sc. B_B16-17.xlsx","B-B17","ABG","pH","7.5%",7.403,15
"1471","Sc. B_B16-17.xlsx","B-B17","ABG","pH","5%",7.428,15
"1472","Sc. B_B16-17.xlsx","B-B17","ABG","pH","2.5%",7.435,15
"1473","Sc. B_B16-17.xlsx","B-B17","ABG","pH","EOB",7.43,15
"1474","Sc. B_B16-17.xlsx","B-B17","ABG","pH","24HR",7.462,15
"1475","Sc. B_B16-17.xlsx","B-B17","ABG","pH","48HR",7.46,15
"1476","Sc. B_B16-17.xlsx","B-B17",NA,"AST","BL",232,15
"1477","Sc. B_B16-17.xlsx","B-B17",NA,"AST","EOR",650,15
"1478","Sc. B_B16-17.xlsx","B-B17",NA,"AST","EOB",650,15
"1479","Sc. B_B16-17.xlsx","B-B17",NA,"AST","24HR",650,15
"1480","Sc. B_B16-17.xlsx","B-B17",NA,"AST","48HR",650,15
"1481","Sc. B_B16-17.xlsx","B-B17",NA,"AST","BL",8.8,15
"1482","Sc. B_B16-17.xlsx","B-B17",NA,"AST","EOR",127.6,15
"1483","Sc. B_B16-17.xlsx","B-B17",NA,"AST","EOB",10,15
"1484","Sc. B_B16-17.xlsx","B-B17",NA,"AST","24HR",135.5,15
"1485","Sc. B_B16-17.xlsx","B-B17",NA,"AST","48HR",139.9,15
"1486","Sc. B_B16-17.xlsx","B-B16",NA,"Hct","BL",39.9,15
"1487","Sc. B_B16-17.xlsx","B-B16",NA,"Hct","EOS",25.1,15
"1488","Sc. B_B16-17.xlsx","B-B16",NA,"Hct","EOR",29.6,15
"1489","Sc. B_B16-17.xlsx","B-B16",NA,"Hct","EOB",31,15
"1490","Sc. B_B16-17.xlsx","B-B16",NA,"Hct","24HR",32,15
"1491","Sc. B_B16-17.xlsx","B-B16",NA,"Hct","48HR",32.2,15
"1492","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","BL",34.6,15
"1493","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","EOS",34.7,15
"1494","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","EOR",42.6,15
"1495","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","10%",36.7,15
"1496","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","7.5%",34.2,15
"1497","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","5%",37.4,15
"1498","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","2.5%",34.5,15
"1499","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","EOB",35.3,15
"1500","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","24HR",37.7,15
"1501","Sc. B_B16-17.xlsx","B-B16",NA,"pCO2","48HR",55.3,15
"1502","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","BL",54,15
"1503","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","EOR",51,15
"1504","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","EOB",74,15
"1505","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","24HR",180,15
"1506","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","48HR",160,15
"1507","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","BL",28.4,15
"1508","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","EOR",40.4,15
"1509","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","EOB",22.2,15
"1510","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","24HR",13.3,15
"1511","Sc. B_B16-17.xlsx","B-B16",NA,"ALT","48HR",11.5,15
"1512","Sc. B_B16-17.xlsx","B-B17",NA,"Hct","BL",40.8,15
"1513","Sc. B_B16-17.xlsx","B-B17",NA,"Hct","EOS",30.8,15
"1514","Sc. B_B16-17.xlsx","B-B17",NA,"Hct","EOR",36.1,15
"1515","Sc. B_B16-17.xlsx","B-B17",NA,"Hct","EOB",35.5,15
"1516","Sc. B_B16-17.xlsx","B-B17",NA,"Hct","24HR",39.2,15
"1517","Sc. B_B16-17.xlsx","B-B17",NA,"Hct","48HR",34.9,15
"1518","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","BL",29.1,15
"1519","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","EOS",9,15
"1520","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","EOR",20,15
"1521","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","10%",18.8,15
"1522","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","7.5%",20.8,15
"1523","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","5%",20.7,15
"1524","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","2.5%",23.5,15
"1525","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","EOB",24.7,15
"1526","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","24HR",27.7,15
"1527","Sc. B_B16-17.xlsx","B-B17",NA,"pCO2","48HR",32.8,15
"1528","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","BL",135,15
"1529","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","EOR",407,15
"1530","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","EOB",650,15
"1531","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","24HR",650,15
"1532","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","48HR",650,15
"1533","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","BL",25.7,15
"1534","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","EOR",45.8,15
"1535","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","EOB",22.9,15
"1536","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","24HR",17.9,15
"1537","Sc. B_B16-17.xlsx","B-B17",NA,"ALT","48HR",13.5,15
"1538","Sc. B_B16-17.xlsx","B-B16",NA,"WBC","BL",5.8,15
"1539","Sc. B_B16-17.xlsx","B-B16",NA,"WBC","EOS",4,15
"1540","Sc. B_B16-17.xlsx","B-B16",NA,"WBC","EOR",5,15
"1541","Sc. B_B16-17.xlsx","B-B16",NA,"WBC","EOB",6.6,15
"1542","Sc. B_B16-17.xlsx","B-B16",NA,"WBC","24HR",7.8,15
"1543","Sc. B_B16-17.xlsx","B-B16",NA,"WBC","48HR",7.6,15
"1544","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","BL",74.4,15
"1545","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","EOS",92.6,15
"1546","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","EOR",81.1,15
"1547","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","10%",108,15
"1548","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","7.5%",102,15
"1549","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","5%",88.8,15
"1550","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","2.5%",94.6,15
"1551","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","EOB",88.8,15
"1552","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","24HR",74.2,15
"1553","Sc. B_B16-17.xlsx","B-B16",NA,"pO2","48HR",34.7,15
"1554","Sc. B_B16-17.xlsx","B-B16",NA,"LDH","BL",87,15
"1555","Sc. B_B16-17.xlsx","B-B16",NA,"LDH","EOR",149,15
"1556","Sc. B_B16-17.xlsx","B-B16",NA,"LDH","EOB",306,15
"1557","Sc. B_B16-17.xlsx","B-B16",NA,"LDH","24HR",259,15
"1558","Sc. B_B16-17.xlsx","B-B16",NA,"LDH","48HR",60,15
"1559","Sc. B_B16-17.xlsx","B-B16",NA,"LDH","BL",27.9,15
"1560","Sc. B_B16-17.xlsx","B-B16",NA,"LDH","48HR",31,15
"1561","Sc. B_B16-17.xlsx","B-B17",NA,"WBC","BL",5.6,15
"1562","Sc. B_B16-17.xlsx","B-B17",NA,"WBC","EOS",3.3,15
"1563","Sc. B_B16-17.xlsx","B-B17",NA,"WBC","EOR",7.1,15
"1564","Sc. B_B16-17.xlsx","B-B17",NA,"WBC","EOB",5.3,15
"1565","Sc. B_B16-17.xlsx","B-B17",NA,"WBC","24HR",5.4,15
"1566","Sc. B_B16-17.xlsx","B-B17",NA,"WBC","48HR",6.3,15
"1567","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","BL",85.9,15
"1568","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","EOS",118,15
"1569","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","EOR",118,15
"1570","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","10%",113,15
"1571","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","7.5%",109,15
"1572","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","5%",102,15
"1573","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","2.5%",101,15
"1574","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","EOB",102,15
"1575","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","24HR",91.2,15
"1576","Sc. B_B16-17.xlsx","B-B17",NA,"pO2","48HR",84.9,15
"1577","Sc. B_B16-17.xlsx","B-B17",NA,"LDH","BL",125,15
"1578","Sc. B_B16-17.xlsx","B-B17",NA,"LDH","EOR",933,15
